track_id;title;artist;genre;popularity;release_year;lyrics;label_name
3kZoay4ANo86ehb6s4RwS9;Ridin';Chamillionaire;hip-hop;71;2005;"They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gon' catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Grindin' to see if they can see me lean
I'm tint, so it ain't easy to be seen
Police see me ride by, they can see me gleam
And my shine on the deck and the TV screen
I'm ridin' with a new chick, she like, ""Hold up!""
Next to the PlayStation controller
It's a full clip in my pistola
Send a jacker into a coma (Woo!)
Girl, you ain't know, I'm crazy like Krayzie Bone
Just tryna bone, ain't tryna have no babies
Ride clean as hell so I pull in ladies
Law's on patrol and you know they hate me
Music turned all the way up into the maximum
I got speakers, some niggas tryna jack for some
But we packin' somethin' and what we have for 'em
We'll have a nigga locked up in the maximum
Security cell, I'm grippin' oak (Oak)
Music loud and I'm tippin' slow (Slow)
Twin's steady twistin' like, ""Hit this though!""
Police pull up right behind and it's in his throat
The windows down, got to stop pollution
CD change, niggas like, ""Who is that producin'?""
That's the Play-N-Skillz when we out and cruisin'
Got warrants in every city except Houston but I still ain't losin'
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gon' catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
I've been drinkin' and smokin'
Holy shit, cause I really can't focus
I gotta get it home 'fore the po-po's scope this
Big old Excurs' just swervin', all up in the curb and
Nigga be sippin' on the Hennessy and the gin again
It's in again, we in the wind
Doin' a hundred while I puff on a blunt and roll another one up
We livin' like we ain't givin' a fuck
I got a blunt up in my right hand
-ounce in my lap freezin' my balls
Roll another tree, green leaves and all
Comin' pretty deep, me and my dawgs
Yo, I gotta hit the back streets
Wonderin' 'bout the six pounds and I got heat
Glock, Glock shots to the block, we creep-creep
Pop-pop, hope cops don't see me, on the lowkey
With no regard for the law
We dodge 'em like, ""Fuck 'em all""
But I won't get caught up and brought up
On charges for none of y'all
Keep a gun in car, and a blunt to spark
Roll it up if you want, and get it poppin', dawg
Ready or not, we bust shots off in the air
Krayzie Bone and Chamillionaire
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gon' catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Now would you think it's so? I tried to let you go
Turn on my blinker light and then I swang it slow
And they upset for sho', 'cause they think they know
That they catchin' me with plenty of the drank and dro
So they get behind me, tryna check my tags
Look in my rearview and they smilin'
Thinkin' they'll catch me in the wrong, they keep tryin'
Keep steady denyin' that it's racial profilin'
Houston, Texas, you can check my tags (Tags)
Pull me over, try to check my slab (Slab)
The glove compartment, gotta get my cash
Cause the crooked cops'll try to come up fast
And bein' the baller that I am, I talk to them
Givin' a damn about them not feelin' my attitude
When they realize I ain't even ridin' dirty
Bet you'll be leavin' with an even madder mood
I'ma laugh at you and then I'll have to cruise
Jammin' number two on some old DJ Screw
You can't arrest me, plus you can't sue
This is a message to the law, tell 'em, ""We hate you""
I can't be touched and tell 'em that they shoulda known
Tippin' down, I'm sittin' crooked on my chrome
Bookin' my phone, findin' a chick I wanna bone
Like they couldn't stop me, I'm 'bout to pull up at your home
And it's on
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gon' catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
They see me rollin', they hatin'
Patrollin' and tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
My music's so loud, I'm swangin'
They hopin' that they gon' catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty
Tryna catch me ridin' dirty, tryna catch me ridin' dirty";disgust
2y4lAQpi5VTNLu2ldeTdUH;We Can't Stop;Miley Cyrus;pop;83;2013;"It's our party, we can do what we want (Ear Drummers, ooh)
It's our party, we can say what we want (Mike WILL Made-It, ooh)
It's our party, we can love who we want (Ooh)
We can kiss who we want, we can screw who we want (Ayy)
It's our party, we can do what we want (Ooh)
It's our party, we can say what we want (Ooh)
It's our party, we can love who we want (Ooh)
We can kiss who we want, we can screw who we want (Right about now, ayy)
Red cups and sweaty bodies everywhere
Hands in the air like we don't care
'Cause we came to have so much fun now
Bet somebody here might get some now (Hey, hey, hey, hey)
If you're not ready to go home
Can I get a ""hell no""? (Hell no, hell no)
'Cause we gonna go all night
'Til we see the sunlight, alright (Hey, hey, hey, hey)
So la-da-di-da-di, we like to party
Dancin' with Molly
Doin' whatever we want
This is our house, this is our rules
And we can't stop (Woah)
And we won't stop (Woah)
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?
And we can't stop (Woah)
And we won't stop (Woah)
We run things, things don't run we
Don't take nothin' from nobody, yeah, yeah
It's our party, we can do what we want (Ooh)
It's our party, we can say what we want (Ooh)
It's our party, we can love who we want (Ooh)
We can kiss who we want, we can screw who we want (Ayy)
To my homegirls here with the big butt
Shakin' it like we at a strip club
Remember only God can judge ya
Forget the haters 'cause somebody loves ya
And everyone in line in the bathroom
Tryna get a line in the bathroom
We all so turned up here
Gettin' turned up, yeah, yeah, yeah, yeah
So la-da-di-da-di, we like to party
Dancin' with Molly
Doin' whatever we want
This is our house, this is our rules
And we can't stop (Woah)
And we won't stop (Woah)
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?
And we can't stop (Woah)
And we won't stop (Woah)
We run things, things don't run we
Don't take nothin' from nobody, yeah, yeah
It's our party, we can do what we want (Ooh)
It's our party, we can say what we want (Ooh)
It's our party, we can love who we want (Ooh)
We can kiss who we want, we can screw who we want (Ayy)
It's our party, we can do what we want to
It's our house, we can love who we want to
It's our song, we can sing if we want to
It's my mouth, I can say what I want to
Say yeah, yeah
Yeah, yeah
And we can't stop (Yeah)
And we won't stop (Woah)
Can't you see it's we who own the night?
Can't you see it's we who 'bout that life?
And we can't stop (Woah)
And we won't stop (Woah)
We run things, things don't run we
We don't take nothin' from nobody, yeah, yeah
Yeah (Ooh)
Yeah (Ooh)
Yeah (Ooh)
We can do what we want, do what we want to (Ayy)";joy
2KslE17cAJNHTsI2MI0jb2;Standing Next to You;Jung Kook;pop;85;2023;"Standing next to you
Play me slow
Push up on this funk and give me miracles
(Let ya body know)
Make it known
How we left and right is something we control
(You already know)
You know that, all night long, we rock to this
Screaming, I testify this lovin'
All night long, we flock to this
Screaming, I testify that
We'll survive the test of time
They can't deny our love
They can't divide us
We'll survive the test of time
I promise I'll be right here
Standing next to you
Standing in the fire next to you, oh
You know it's deeper than the rain
It's deeper than the pain
When it's deep like DNA
Something they can't take away, ayy
Take-take-take-take-take-take off
Standing next to you
Standing next to you (You)
Standing next to you
Afterglow
Leave ya body golden like the sun and the moon
(You already know)
You know that, all night long, we rock to this (Oh)
Screaming, I testify this lovin'
All night long, we flock to this (All night long)
Screaming, I testify that
We'll survive the test of time
They can't deny our love
They can't divide us
We'll survive the test of time
I swear that I'll be right here
Standing next to you (Next to you)
Standing in the fire next to you, oh (Next to you)
You know it's deeper than the rain
It's deeper than the pain
When it's deep like DNA
Something they can't take away, ayy
Take-take-take-take-take-take off
Standing next to you
(Standing next to you)
Standing next to you
(Standing next to you, standing next to you)
Standing next to you, oh
(Standing next to you, standing next to you)
Hey
(Standing next to you, standing next to you)
Standing next to you
(Standing next to you)
Bass and drums
Ooh
Woo
Standing next to you";sadness
7zwn1eykZtZ5LODrf7c0tS;You Get Me So High;The Neighbourhood;pop;83;2018;"Hope you don't regret it
I pushed a lot back but I can't forget it
We never got the credit
Nobody seemed to hear us but we said it
Neither of us planned it
And for a long time I took it all for granted
I really thought we had it
But at the time it was more than I could manage, so
If we can leave it all behind us
And meet in between
It would get me so
High all the time, high all the time
I wanna be high all the time
Would you come with me?
Wish I didn't doubt it
I wish I never ever told you all about it
But I just had to let you know
I never meant to hurt you, though
I had all my motives
I didn't know they wouldn't mix with your emotions
I just had to reach my goals
Never knew I'd meet you though, so
If we can agree to disagree
And keep on reaching
It would get you so
High all the time, high all the time
I wanna be high all the time
Would you come with me?
High all the time, high all the time
I wanna be high all the time
Would you come with me?
We should stick together
You're my best friend, I'll love you forever (Would you come with me?)
(It would get you so)
We could be the greatest, it doesn't matter if we're never rich or famous (Would you come with me?)
(It would get you so)
High all the time, high all the time
I wanna be high all the time
Would you come with me?
If you can just let me know if it's okay
To call you when I'm lonely";sadness
0RcYEWXtbu4ehdv1tiBOi0;Riders On The Storm - Fredwreck Remix;Snoop Dogg;hip-hop;67;2007;"Ayo, Jim, man, why don't ya...
Why don't you kick some of that, you know?
You-You know how you do it, man
It's a trip, people don't even believe we're together right now (Wow!)
Bu-, bu-, but tell your story
You know the one I like (Ride, ride, ride)
Say it for me
Riders on the storm
(Ride, ride, ride)
Riders on the storm
(Ride, ride, ride)
Into this house we're born
(Into this house we're born)
Into this world we're thrown
(Into this world we're thrown)
Like a dog without a bone (Woof, woof)
An actor out on loan
Riders on the storm (Ride, ride, ride)
There's a killer on the road (Killer, killer, murder, murder, murder)
His brain is squirmin' like a toad
Take a long holiday
(Holidays, holidays)
Let your children play (C'me here and play)
If you give this man a ride
Sweet family will die (Ride, ride, ride)
Killer on the road (Killer, murder, murder, murder, murder, murder)
Yeah!
Goin' off of this, goin' off of that
With the Lizard king bumpin' in the back, how 'bout that?
Driftin', liftin', swiftin' (Let 'em in. let 'em in)
Coastin', testaroastin' (Yeah)
But the wheels won't stop (Won't stop)
on the highway, fresh up off the block
He's a rider? (Woo, woo) Naw, he's a killer
Dressed in all black, but his hat says Steeler (Steeler, Steeler)
Pedal to the metal (Metal)
I gotta go hard, drive by and say ""hello""
Hey, Fredwreck, you my mello
Now let me hear what I sound like acapella (Shh)
Wow, ride, dip swish
Now bring it back, just like this
Like a dog without his bone
Unlike a G without his chrome
It's hard to imagine
The homie dog in a Jag and he's checkin' for the checkered flagin'
Comin' in first, never in last
'Cause my car too fast (Zoom, zoom)
I never ever run outta gas
'Cause I'm just too clean, I do it upperclass
So fasten your seat belts
It's so hot, it'd even make heat melt (Woo, woo)
So get a board and roll and ride
Slip through the slip and slide
Like a dog without a bone
An actor out on loan
Riders on the storm
There's a killer on the road
His brain is squirmin' like a toad
Take a long holiday
Let your children play
If you give this man a ride
Sweet family will die
Killer on the road
Yeah
Woah!
Away in India
Woo!
Need for Speed, I'm tryin' to take the lead
Hold on, little homie, 'fore you run into the trees (Watch out!, watch out!)
I've seen things that I never would've saw before
Ayo, Jim, let 'em in, let 'em in
Open up, my back tire smokin' up
The whole street
And now the police wanna flash their lights (Wuuh, wuuh)
And chase the Dogg all night (Woof!)
But I won't pull over nor give up
'Cause I just don't give a (What?)
Yeah, I'm from the side, boy
Where we was born and raised
Straight up to ride, boy (West Side)
Continuously (Continuously)
We get to it expeditiously (Yeah)
Keep the light on, East side on
Snoop Dogg and The Doors and, yeah, we 'bout to ride on
Riders on the storm
Riders on the storm
Into this house we're born
Into this world we're thrown
Like a dog without a bone
An actor out on loan
Riders on the storm
Riders on the storm
Riders on the storm
Riders on the storm
Riders on the storm
And let's ride! (Wow! Yeah!)";surprise
4FDSPGncHRpr6yB8DD4CtI;Let’s Call It Off (feat. Peter Bjorn and John);Drake;hip-hop;61;2009;"Uh, when did you get like this?
Least you coulda done is gone and give me a warning
I don't regret like this
So I'll be right there when you wake up in the morning
Saying, ""This just ain't my style""
You can't say you're happy either
You don't even smile for me, no
Did you agree we should let it be?
And did you agree it's a must?
Let's call the whole thing off
We just have had enough of us
Let's call the whole thing off
We just have had enough of us
When you decided to knock on my door
Did you remember what happened before?
The look on your face said you were expecting more
But some things look better inside of the store
Did you agree we should let it be?
And did you agree it's a must?
Let's call the whole thing off
We just have had enough of us
Let's call the whole thing off
We just have had enough of us
Look, leave me, leave me, I can't fucking stand you
Wish I had the courage to say everything I planned to
My girlfriend, my girlfriend, call herself my girlfriend
Tell me that we 'posed to be together 'til the world end
But I don't really feel that
I just really wanna turn the wheels back
Give you all your sweaters and your heels back
Convince you that time will heal that
Uh, you look for reasons for us to argue
I swear everytime I call, you just tell me how I don't call you
Why you do that? Do that, do that, yeah
Did you agree we should let it be?
And did you agree it's a must?
Let's call the whole thing off
We just have had enough of us
Let's call the whole thing off
We just have had enough of us";fear
44u52jALuPgpczTbZuRWHM;It's My Life;No Doubt;rock;68;2024;"It's funny how I find myself
In love with you
If I could buy my reasoning
I'd pay to lose
One half won't do
I've asked myself
How much do you
Commit yourself?
Oh, it's my life
Don't you forget
It's my life
It never ends (It never ends)
Funny how I blind myself
I never knew
I was sometimes played upon
Afraid to lose
Oh, I'd tell myself
What good do you do
Convince myself
It's my life
Don't you forget
Oh, it's my life
It never ends (It never ends)
And I've asked myself
How much do you
Commit yourself?
Oh, it's my life
Don't you forget
Caught in the crowd
It never ends (It never ends)
It's my life
Don't you forget
Caught in the crowd
It never ends (It never ends)
Oh, it's my life (Oh, it's my life)
Don't you forget (Don't you forget)
Caught in the crowd (Caught in the crowd)
It never ends (It never ends)";fear
0bILU0UiNDmA5Ff6whhb2R;Religiously;Bailey Zimmerman;pop;80;2023;"I went lookin' at pictures I didn't wanna see
They brought back memories
You look happy, I guess, got the life that you wanted
But it ain't with me
You would think by now that I wouldn't care
It's been a couple years and, yeah, I've had my share
Of other broken-up hearts, but I only shed real tears over ours
And now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Prayin' just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously
Remember watchin' you play me our song on guitar
I thought I'd marry you
Act like I'm happier now, but all of my friends know
That ain't the truth
And lately life's been good to me
Mama's healthy and I'm helpin' out the whole family
Lotta people know my name, I made a little change
But that don't mean nothin'
'Cause now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Prayin' hard just to stop the hurt
'Cause I don't have the only woman who was there for me
Religiously
You brought me to God and I put you through hell
You were all about us, I was all about myself
What kind of man would lose a woman like that?
If my soul could be forgiven, I would give it all back
Now I'm in this cold bright light
And this don't even feel like life
'Cause I don't have the only woman who believed in me
Religiously
And now I'm in the back of the church
Beggin' God just to stop the hurt
'Cause I don't have the only woman who believed in me
Religiously
I ain't got the only woman who was there for me
Religiously";sadness
0KxU9wjCedUxSGdjuFdBDu;Shut Up;Black Eyed Peas;pop;74;2003;"Shut up, just shut up, shut up
Shut up, just shut up, shut up
Shut up, just shut up, shut up
Shut it up, just shut up, shut up
Shut up, just shut up, shut up
Shut up, just shut up, shut up (Oh no)
Shut up, just shut up, shut up
Shut it up, just shut up, shut up
We try to take it slow, but we're still losin' control
And we try to make it work
But it still ends up the worst and I'm crazy
For tryna be your lady
I think I'm goin' crazy
Girl, me and you were just fine, you know
We wined and dined, did them things
That couples do when in love, you know
Walks on the beach and stuff, you know
Things that lovers say and do
""I love you, boo"", ""I love you too""
""I miss you a lot"", ""I miss you even more""
That's why I flew you out when we was on tour
But then something got outta hand
You started yellin' why I would break plans (What did you say to me?)
Even though I had legitimate reasons (Bullshit)
You know I had to make them dividends (Bullshit)
How could you trust your private eyes, girl?
That's why you don't believe my lies and quick to say
Shut up, just shut up, shut up
Shut it up, just shut up, shut up
We try to take it slow
But we're still losin' control
And we try to make it work
But it still ends up the worst and I'm crazy
For tryna be your lady
I think I'm goin' crazy (Why, why, why)
Why does emotion gotta move so fast?
Love is progress if you could make it last
Why is it that you just lose control
Every time you agree on takin' it slow?
So why has it got to be so damn tough?
'Cause fools in lust could never get enough
Of love; showin' him the love that you be givin'
Changin' up your livin' for a lovin' transition (Yeah, yeah, yeah)
Girl, it's a mission tryin' to get you to listen
Screamin' at each other has become our tradition
You yell, I yell, everybody yells
Got neighbors across the street sayin', ""Who the hell?!""
Who the hell? What the hell's goin' down?
Too much of the bickering, kill it with the sound and
Shut up, just shut up, shut up
Shut it up, just shut up, shut up
We try to take it slow
But we're still losin' control
And we try to make it work
But it still ends up the worst and I'm crazy (For what?)
(Crazy for what?) For tryna be your lady (Oh yeah?)
I think I'm goin' crazy (Uh, uh), woah-oh
Shut up, just shut up, shut up (What?)
Shut up, just shut up, shut up (Whatcha say?)
Shut up, just shut up, shut up (Say what?)
Shut it up, just shut up, shut up (Girl, whatcha say?)
Shut up, just shut up, shut up (Girl, whatcha say?)
Shut up, just shut up, shut up (No, girl)
Shut up, just shut up, shut up (Shut up, you shut up, shut up)
Shut it up, just shut up, shut up
Girl, our love is dyin'
Why did you stop tryin'?
I never been a quitta, but I do deserve betta
Believe me, I will do bad
Let's forget the past and start this new plan
Why? 'Cause it's the same old routine
And then next week I hear them scream
Girl, I know you're tired of the things they say
You're damn right
'Cause I heard them lame damn excuses just yesterday
That was a different thing
(No, it ain't)
That was a different thing
(No, it ain't)
That was a different thing
It was the same damn thing, same ass excuses
Boy, you're useless, woah, oh!
Shut up, just shut up, shut up (Just stop)
Shut up, just shut up, shut up (Oh no) (Just stop)
Shut up, just shut up, shut up (Just stop)
Shut it up, just shut up, shut up (Just stop)
Shut up, just shut up, shut up (Stop all the talking)
(Don't go - no, please go - I don't know)
Shut up, just shut up, shut up (Stop all the talking)
Shut up, just shut up, shut up (Stop all the talking)
Shut it up, just shut up, shut up (Stop all the talking)
Stop the talking, baby (Just stop)
Or I start walking, baby (Just stop)
Stop the talking, baby (Just stop) (Yeah, yeah)
Or I start walking, baby (Just stop)
Stop the talking, baby (Stop all the talking)
Or I start walking, baby (Stop all the talking) (Oh no, oh, oh, oh)
Stop the talking, baby (Stop all the talking)
Or I start walking, baby (Stop all the talking)
Stop the talking, baby (Just stop) (Is that all there is?)
Or I start walking, baby (Just stop)
Stop the talking, baby (Just stop) (Is that all there is?)
Or I start walking, baby (Just stop)
Stop the talking, baby (Stop all the talking) (Is that all there is?)
Or I start walking, baby (Stop all the talking)
Stop the talking, baby (Stop all the talking) (Is that all there is?)
Or I start walking, baby (Stop all the talking)
Stop the talking, baby (Just stop) (Is that all there is?)
Or I start walking, baby (Just stop)
Stop your yapping, baby (Just stop) (Is that all there is?)
Just look what happened, baby (Just stop)
Stop the talking, baby (Stop all the talking) (Is that all there is?)
Or I start walking, baby (Stop all the talking)
Stop your yapping, baby (Stop all the talking) (Is that all there is?)
Just look what happened, baby (Stop all the talking)
Is that all there is?
Is that all there is?
Is that all there is?
Is that all there is?";anger
5kB6WithhB8Iv08EMNmAbt;Memory Lane;Old Dominion;rock;68;2023;"If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And we'd stay good as new like a fresh coat of paint
You'd be mine in the shine of a front porch light
Yeah, I might as well live there, baby
That's where I spend most of my time
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over
If I could buy a house on Memory Lane
I wouldn't have to wonder if you miss me the same
I'd be loving you as usual, telling you you're beautiful
Oh, I'd be happily delusional
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over
Thinkin' 'bout those sunsets that bled into jean jacket nights
Those tangled up mornings lost in paradise
Still drunk on the feeling when I close my eyes
You're pulling me closer, your head on my shoulder
We'd never let go and we'd never be over
If I could buy a house on Memory Lane
I'd put my money down and I'd sign my name
On that little corner lot where it don't ever rain
And baby, me and you, we'd never fade, never fade
We'd never fade
Never fade, never fade";sadness
5JZ1jTanqLWVuThmZ6XRAc;I Might Be Wrong;Radiohead;rock;62;2001;"I might be wrong, I might be wrong
I could have sworn I saw a light coming on
I used to think, I used to think
There was no future left at all
I used to think
Open up, begin again
Let's go down the waterfall
Think about the good times and never look back
Never look back
What would I do? What would I do?
If I did not have you?
Open up and let me in
Let's go down the waterfall
Have ourselves a good time, it's nothing at all
It's nothing at all, nothing at all
Keep it moving
Keep it moving
Ah, ah
Ah";fear
3fpTMuD1u3gJlVI4FadVHs;Fancy;Drake;hip-hop;76;2010;"A-go, go 'head (Go, go, go)
A-go, go, go 'head (Go, go, go)
A-go, go, go, go, go, go 'head
A-go, go, go, go, go, a-go 'head
Oh, you fancy, huh? Oh, you fancy, huh?
Oh, you fancy, huh? Oh, you fancy, huh?
Nails done, hair done, everything did
Nails done, hair done, everything did
Oh, you fancy, huh? Oh, you fancy, huh?
You—you fancy huh? Oh, you fancy, huh?
Nails done, hair done, everything did
N-n-nails done, hair done, everything did
Oh, you fancy, huh?
Uh, you getting ready so I know we gon' be here awhile
In the bathroom flat irons and nail files
Spending hours in salons on your hairstyle
In the mall steady racking up the air miles
Hit the gym, step on the scales, stare at the number
You say you droppin' 10 pounds preparin' for summer
And you don't do it for the man, men never notice
You just do it for yourself, you the fucking coldest
Intelligent too, ooh you my sweetheart
I've always liked my women book and street smart
Long as they got a lil' class like half days
And the confidence to overlook my past ways
Time heals all and heels hurt to walk in
But they go with the clutch that you carry your lip gloss in
And look, I really think nobody does it better
I love the way that you put it together, uh
Oh, you fancy, huh? Oh, you fancy, huh?
Oh, you fancy, huh? Oh, you fancy, huh?
Nails done, hair done, everything did
Nails done, hair done, everything did
Oh, you fancy, huh? Oh, you fancy, huh?
You—you fancy huh? Oh, you fancy, huh?
Nails done, hair done, everything did
N-n-ails done, hair done, everything did ('Sup, girl)
Oh, you fancy, huh?
Well, aren't you a breath of fresh air?
From all these superficial gold digging bitches in here
They get a baller, figure they ain't got to pick a career
Guess they plan on sucking dicks until some millions appear
Like “Voilà!” You do it right he just might buy you a car
Man, she play these suckers just like B.o.B play the guitar
Now here you are with your girls having drinks at the bar
I say I'm buying, you decline, that is kinda bizarre
Independent with the demeanor of an R&B singer
Naked ring finger, M3 Bimmer
Champagne Range, triple-white Jag
Closet full of brand new clothes and handbags
Alexander McQueen, Prada, Gucci, Chanel
D&G, BCBG, Versace, Louis and Bebe
You ain't needy, greedy or easy as these other breezy's
Who fuck for bottles of Riesling and bowls of baked ziti
Oh, you fancy, huh? Oh, you fancy, huh?
Oh, you fancy, huh? Oh, you fancy, huh?
Nails done, hair done, everything did
N-n-nails done, hair done (Oh), everything did
Oh, you fancy, huh? Oh, you fancy, huh?
You—you fancy huh? Oh, you fancy, huh?
Nails done, hair done, everything did
N-n-nails done (Uh), hair done (Oh), everything did
Oh, you fancy, huh?
Atlanta girls (Woo), let me see your hands (Yeah)
Wave 'em at them bitches hating on you with they friends
(Come on) Girl you got it, let 'em know that everything big
Nails done, hair done, everything big
And my NY girls (Woo), let me see your hands
Wave 'em at them bitches hating on you with they friends
(Come on) Girl you got it, let 'em know that everything big
Nails done, hair done, everything big
And my LA girls, let me see your hands
Wave 'em at them bitches hating on you with they friends
(Come on) Girl you got it, let 'em know that everything big
Nails done, hair done, everything big
And my TO girls, let me see your hands
Wave 'em at them bitches hating on you with they friends (Yeah)
Girl you got it, let 'em know that everything big
Nails done, hair done—nails done, hair done
Say go Cinderella, go Cinderella
Orgasm blush, lipstick and concealer
Devil in a tight dress, girl you a killer
And ain't nobody realer, and ain't nobody realer, go
Go, go, go, go, go, go, go (Showtime)
Go, go, go, go, go (As we proceed)
Uh, 5 and a half in boys, ass is off the hook
Cinderella 'bout to lose the glass off her foot
And when I find it is when I find you
And we can do the things we never got the time to
Better late than never but never late is better
They tell me time is money, well, we'll spend it together
I'm down for whatever, you just lead the way
We go to dinner you don't even look at me to pay
Mature women with more than me were the first to tempt me
And Jason had this girl Tammy with a purple Bentley
How she got it, I ain't never get to ask
I just knew that she was fine like a ticket on the dash
Yeah, but shout out to the homeowners
The girls that got diplomas and enough money to loan us
A little something extra, should we ever need it
If it sounds like you, then let me hear you repeat it
Oh, you fancy, huh? Oh, you fancy, huh?
Oh, you fancy, huh? Oh, you fancy, huh?
Nails done, hair done, everything did
N-n-nails done, hair done, everything did
Oh, you fancy, huh? Oh, you fancy, huh?
You—you fancy huh? Oh, you fancy, huh?
Nails done, hair done, everything did
N-n-nails done, hair done, everything did
Oh, you fancy, huh? (You fancy)";disgust
